legacy_character_id,legacy_variant_id,hero_version_id,awakened,mapping_kind,reason
chojuro,BASE,chojuro-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
choza-akimichi,__BASE__,choza-akimichi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
choza-akimichi,BASE,choza-akimichi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
chukichi,__BASE__,chukichi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
chukichi,BASE,chukichi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
dan-kato,__BASE__,dan-kato-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
dan-kato,BASE,dan-kato-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
danzo-shimura,__BASE__,danzo-candidate,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
danzo-shimura,BASE,danzo-candidate,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
darui,__BASE__,darui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
darui,BASE,darui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
deidara,__BASE__,deidara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
deidara,BASE,deidara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
dodai,__BASE__,dodai-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
dodai,BASE,dodai-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
dosu-kinuta,__BASE__,dosu-kinuta-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
dosu-kinuta,BASE,dosu-kinuta-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ebisu,__BASE__,ebisu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ebisu,BASE,ebisu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ebizo,__BASE__,ebizo-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ebizo,BASE,ebizo-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
first-raikage,__BASE__,first-raikage-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
first-raikage,BASE,first-raikage-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fu,__BASE__,fu-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fu,BASE,fu-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fu-yamanaka,__BASE__,fu-yamanaka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fu-yamanaka,BASE,fu-yamanaka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fudo,__BASE__,fudo-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fudo,BASE,fudo-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fuen,__BASE__,fuen-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fuen,BASE,fuen-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fugaku-uchiha,__BASE__,fugaku-uchiha-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fugaku-uchiha,BASE,fugaku-uchiha-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fuguki-suikazan,__BASE__,fuguki-suikazan-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fuguki-suikazan,BASE,fuguki-suikazan-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fuka,__BASE__,fuka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
fuka,BASE,fuka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gaara,__BASE__,gaara-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gaara,BASE,gaara-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gari,__BASE__,gari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gari,BASE,gari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gengetsu-hozuki,__BASE__,gengetsu-hozuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gengetsu-hozuki,BASE,gengetsu-hozuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
genma-shiranui,__BASE__,genma-shiranui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
genma-shiranui,BASE,genma-shiranui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ginkaku,__BASE__,ginkaku-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ginkaku,BASE,ginkaku-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gozu,__BASE__,gozu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
gozu,BASE,gozu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
guren,__BASE__,guren-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
guren,BASE,guren-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hagoromo-otsutsuki,__BASE__,hagoromo-young,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hagoromo-otsutsuki,BASE,hagoromo-young,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
haku,__BASE__,haku-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
haku,BASE,haku-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hamura-otsutsuki,__BASE__,hamura-otsutsuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hamura-otsutsuki,BASE,hamura-otsutsuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
han,__BASE__,han-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
han,BASE,han-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hanabi-hyuga,__BASE__,hanabi-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hanabi-hyuga,BASE,hanabi-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hanzo,__BASE__,hanzo-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hanzo,BASE,hanzo-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hashirama-senju,__BASE__,hashirama-hokage,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hashirama-senju,BASE,hashirama-hokage,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hayate-gekko,__BASE__,hayate-gekko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hayate-gekko,BASE,hayate-gekko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hiashi-hyuga,__BASE__,hiashi-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hiashi-hyuga,BASE,hiashi-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hidan,__BASE__,hidan-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hidan,BASE,hidan-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hinata-hyuga,__BASE__,hinata-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hinata-hyuga,BASE,hinata-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hiruko,__BASE__,hiruko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hiruko,BASE,hiruko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hiruzen-sarutobi,__BASE__,hiruzen-prime,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hiruzen-sarutobi,BASE,hiruzen-prime,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hizashi-hyuga,__BASE__,hizashi-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
hizashi-hyuga,BASE,hizashi-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ibiki-morino,__BASE__,ibiki-morino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ibiki-morino,BASE,ibiki-morino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
idate-morino,__BASE__,idate-morino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
idate-morino,BASE,idate-morino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
indra-otsutsuki,__BASE__,indra-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
indra-otsutsuki,BASE,indra-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ino-yamanaka,__BASE__,ino-yamanaka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ino-yamanaka,BASE,ino-yamanaka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
inoichi-yamanaka,__BASE__,inoichi-yamanaka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
inoichi-yamanaka,BASE,inoichi-yamanaka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
iruka-umino,__BASE__,iruka-umino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
iruka-umino,BASE,iruka-umino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ishikawa,__BASE__,ishikawa-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ishikawa,BASE,ishikawa-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
itachi-uchiha,__BASE__,itachi-anbu,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
itachi-uchiha,BASE,itachi-anbu,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
izumo-kamizuki,__BASE__,izumo-kamizuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
izumo-kamizuki,BASE,izumo-kamizuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
izuna-uchiha,__BASE__,izuna-uchiha-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
izuna-uchiha,BASE,izuna-uchiha-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jinin-akebino,__BASE__,jinin-akebino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jinin-akebino,BASE,jinin-akebino-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jinpachi-munashi,__BASE__,jinpachi-munashi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jinpachi-munashi,BASE,jinpachi-munashi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jirobo,__BASE__,jirobo-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jirobo,BASE,jirobo-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jugo,__BASE__,jugo-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
jugo,BASE,jugo-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kabuto-yakushi,__BASE__,kabuto-part1,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kabuto-yakushi,BASE,kabuto-part1,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kagami-uchiha,__BASE__,kagami-uchiha-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kagami-uchiha,BASE,kagami-uchiha-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kagari,__BASE__,kagari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kagari,BASE,kagari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kaguya-otsutsuki,__BASE__,kaguya-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kaguya-otsutsuki,BASE,kaguya-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kakashi-hatake,__BASE__,kakashi-young,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kakashi-hatake,BASE,kakashi-young,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kakko,__BASE__,kakko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kakko,BASE,kakko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kakuzu,__BASE__,kakuzu-akatsuki,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kakuzu,BASE,kakuzu-akatsuki,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kankuro,__BASE__,kankuro-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kankuro,BASE,kankuro-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
karin,__BASE__,karin-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
karin,BASE,karin-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
karui,__BASE__,karui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
karui,BASE,karui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kiba-inuzuka,__BASE__,kiba-inuzuka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kiba-inuzuka,BASE,kiba-inuzuka-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kidomaru,__BASE__,kidomaru-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kidomaru,BASE,kidomaru-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
killer-b,__BASE__,killer-b-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
killer-b,BASE,killer-b-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kimimaro,__BASE__,kimimaro-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kimimaro,BASE,kimimaro-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kin-tsuchi,__BASE__,kin-tsuchi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kin-tsuchi,BASE,kin-tsuchi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kinkaku,__BASE__,kinkaku-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kinkaku,BASE,kinkaku-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kisame-hoshigaki,__BASE__,kisame-akatsuki,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kisame-hoshigaki,BASE,kisame-akatsuki,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kitsuchi,__BASE__,kitsuchi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kitsuchi,BASE,kitsuchi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
konan,__BASE__,konan-akatsuki,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
konan,BASE,konan-akatsuki,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
konohamaru-sarutobi,__BASE__,konohamaru-sarutobi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
konohamaru-sarutobi,BASE,konohamaru-sarutobi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kosuke-maruboshi,__BASE__,kosuke-maruboshi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
